지번주소,업태구분명,위도,경도
"서울특별시 노원구 상계동 617-2번지 1층 2,3호",커피숍,37.6553109,127.0625343
서울특별시 노원구 상계동 449-8번지 1층,패스트푸드,37.6640024,127.0669318
서울특별시 노원구 월계동 898-4번지,편의점,37.6315437,127.0434173
서울특별시 노원구 월계동 1-1,커피숍,37.622,127.0693923
서울특별시 노원구 중계동 606번지 한화꿈에그린 더퍼스트상가 101호,패스트푸드,37.6597665,127.0748172
서울특별시 노원구 상계동 994번지,편의점,37.6716699,127.0580313
서울특별시 노원구 상계동 169-417번지 1층,패스트푸드,37.6620659,127.0696985
"서울특별시 노원구 상계동 1312 3단지상가 105,6호",편의점,37.6874481,127.0532558
서울특별시 노원구 중계동 363-2 중계주공7단지 상가동 103호,편의점,37.6478337,127.0792266
서울특별시 노원구 공릉동 670-7 6.7디벨리움 101호,편의점,37.6182964,127.0765664
서울특별시 노원구 상계동 749번지 2층,커피숍,37.6513068,127.061782
서울특별시 노원구 상계동 735-2번지 대성빌딩 1층 1호,편의점,37.6530889,127.0582112
서울특별시 노원구 상계동 1267 토마토파르코 114호,커피숍,37.6801858,127.0558304
"서울특별시 노원구 공릉동 379-20 샘병원빌딩 지하1,1층",패스트푸드,37.626701,127.0720804
서울특별시 노원구 상계동 740-3번지 1층,편의점,37.6502137,127.0568875
서울특별시 노원구 하계동 274-1 웅천종합상가,커피숍,37.6331257,127.0711863
서울특별시 노원구 하계동 179-25 1층,커피숍,37.6358931,127.0711875
서울특별시 노원구 상계동 354-11번지,커피숍,37.6569632,127.0636089
서울특별시 노원구 상계동 593-1 101호,커피숍,37.6572049,127.0623355
서울특별시 노원구 상계동 386-4번지,커피숍,37.6578123,127.0676065
서울특별시 노원구 월계동 447-1번지 광운대 80주념기념관 지하1층,커피숍,37.6197029,127.0596708
"서울특별시 노원구 공릉동 379-27 1,2층",커피숍,37.6263916,127.0722976
서울특별시 노원구 상계동 335번지 105호,커피숍,37.6561166,127.0634642
서울특별시 노원구 상계동 173-1 벽산상가 108동 18호,커피숍,37.6614765,127.0728242
서울특별시 노원구 상계동 719-1,커피숍,37.6547314,127.0625381
서울특별시 노원구 상계동 694 1층,커피숍,37.6607248,127.0569722
서울특별시 노원구 월계동 390-35번지 1층 나동,패스트푸드,37.6220123,127.0590952
서울특별시 노원구 중계동 426-38번지 3층,커피숍,37.6530677,127.0735446
"서울특별시 노원구 월계동 648 인덕대학교 연지스퀘어, 지하1층",커피숍,37.6299571,127.0555019
서울특별시 노원구 공릉동 111번지 1층 101호,편의점,37.6236127,127.0885326
서울특별시 노원구 하계동 76-5번지 1층,커피숍,37.6356707,127.0744184
서울특별시 노원구 상계동 1117-2번지,커피숍,37.6773264,127.0562575
서울특별시 노원구 상계동 1098-1 스위트리아,커피숍,37.6767586,127.0519646
서울특별시 노원구 공릉동 684-11번지 금성빌딩,편의점,37.6173358,127.0729311
서울특별시 노원구 공릉동 240-223번지,편의점,37.6214089,127.0826538
서울특별시 노원구 월계동 749번지,커피숍,37.642487,127.0499178
서울특별시 노원구 월계동 922번지 서광아파트,편의점,37.6231537,127.064903
서울특별시 노원구 공릉동 649-4,패스트푸드,37.6194432,127.0801986
서울특별시 노원구 하계동 251-9 1층,커피숍,37.638647,127.0728926
서울특별시 노원구 공릉동 441-91 1층,커피숍,37.6269921,127.0786657
서울특별시 노원구 중계동 93-28번지 중계본동 지역아동센터 1층,커피숍,37.6506884,127.0826842
서울특별시 노원구 공릉동 172번지 서울과학기술대학교 1층 서울테크노파크동,편의점,37.6316684,127.0774813
서울특별시 노원구 월계동 648번지 인덕대학연지스퀘어,편의점,37.6299571,127.0555019
"서울특별시 노원구 상계동 387-213번지 101,102호",편의점,37.6580939,127.0709871
서울특별시 노원구 공릉동 89-1번지 대덕프라자,편의점,37.6208105,127.0836023
"서울특별시 노원구 하계동 276-12번지 삼성씨티빌 103,104호",편의점,37.6336949,127.0706808
서울특별시 노원구 공릉동 240-16 1층,커피숍,37.6216993,127.0822867
서울특별시 노원구 하계동 284번지 세이브존 지하1층,커피숍,37.6378658,127.068707
"서울특별시 노원구 상계동 1262번지 하이베라스 133,134",커피숍,37.6791891,127.0549866
서울특별시 노원구 공릉동 320-106번지 1층,커피숍,37.6214432,127.0784402
서울특별시 노원구 공릉동 589-16번지 1층,커피숍,37.6215196,127.0778963
서울특별시 노원구 공릉동 172 서울과학기술대학교,커피숍,37.6316684,127.0774813
서울특별시 노원구 공릉동 172 서울과학기술대학교,커피숍,37.6316684,127.0774813
서울특별시 노원구 공릉동 172 서울과학기술대학교,커피숍,37.6316684,127.0774813
서울특별시 노원구 월계동 333-1번지 월계이마트,커피숍,37.626501,127.061849
서울특별시 노원구 공릉동 236-1번지 지하1층,커피숍,37.6243682,127.0807361
"서울특별시 노원구 공릉동 389-12번지 지하1,1,2층",커피숍,37.6274266,127.0760487
서울특별시 노원구 하계동 168-2번지 101호,커피숍,37.6357361,127.0733258
서울특별시 노원구 상계동 459-6번지,커피숍,37.6657964,127.066749
서울특별시 노원구 상계동 966-15 상계청소년문화의집,커피숍,37.6711427,127.0566688
서울특별시 노원구 상계동 1068번지 상계5지역중앙하이츠아파트 상가동 104호,편의점,37.660566,127.073202
서울특별시 노원구 상계동 1102-29번지,커피숍,37.6752197,127.0530676
서울특별시 노원구 상계동 1139-2번지,편의점,37.6784276,127.0533817
서울특별시 노원구 공릉동 597-34,커피숍,37.6207346,127.0743243
서울특별시 노원구 상계동 709-2 메가빌딩 103호,커피숍,37.6542478,127.0590425
서울특별시 노원구 공릉동 499-25번지 공릉1동주민센터,커피숍,37.6247794,127.0737641
서울특별시 노원구 상계동 389-597,패스트푸드,37.6604984,127.069368
서울특별시 노원구 상계동 1023-1번지 유성상가 6호,패스트푸드,37.6730063,127.0559731
서울특별시 노원구 공릉동 208-24번지 102호,패스트푸드,37.6272906,127.0787945
서울특별시 노원구 상계동 1132-28번지 수락네스트죤 105호,편의점,37.6780496,127.0541981
서울특별시 노원구 중계동 360-9번지 두타빌 B동 124호,커피숍,37.649542,127.0763583
서울특별시 노원구 중계동 360-13번지 위성프라자 103호,편의점,37.6482011,127.0762923
서울특별시 노원구 월계동 936번지 월계문화복지센터,커피숍,37.624237,127.0507579
서울특별시 노원구 상계동 169-461번지,커피숍,37.6611267,127.070846
서울특별시 노원구 하계동 274-1번지 웅천종합상가 402호,커피숍,37.6331257,127.0711863
서울특별시 노원구 중계동 366-9번지 스카이타워 105호,커피숍,37.6515579,127.077432
서울특별시 노원구 중계동 360-6번지 중계중흥빌딩,커피숍,37.645112,127.06411
서울특별시 노원구 상계동 749-3번지 롯데프라자빌딩 202호,커피숍,37.6507205,127.0618756
서울특별시 노원구 공릉동 172 서울과학기술대학교,커피숍,37.6316684,127.0774813
서울특별시 노원구 중계동 509번지 2001아울렛,커피숍,37.6413039,127.0679877
서울특별시 노원구 중계동 591번지 대호프라자,커피숍,37.6597473,127.0731798
서울특별시 노원구 하계동 168-2,편의점,37.6357361,127.0733258
서울특별시 노원구 상계동 730-3번지 다모아빌딩 114호,편의점,37.6518002,127.0608789
서울특별시 노원구 상계동 326-8,커피숍,37.6560294,127.0647549
서울특별시 노원구 상계동 735-4 청화빌딩,커피숍,37.6531808,127.0586253
서울특별시 노원구 상계동 670-2 상계주공아파트 9단지상가,편의점,37.6503103,127.0666406
서울특별시 노원구 월계동 320-9번지 사슴아파트상가동 107호,커피숍,37.6325655,127.0609172
서울특별시 노원구 월계동 274-34번지 1층,커피숍,37.6317939,127.0579248
서울특별시 노원구 상계동 151-4 흥봉빌딩,편의점,37.6641356,127.06993
서울특별시 노원구 공릉동 653-1번지,커피숍,37.6191936,127.0784643
서울특별시 노원구 월계동 383-4번지,패스트푸드,37.6228276,127.0601704
서울특별시 노원구 중계동 364-20 그린코아상가,커피숍,37.6499887,127.0770075
서울특별시 노원구 공릉동 714 삼익아파트상가,편의점,37.6268904,127.0819299
서울특별시 노원구 중계동 369-7번지 주공2단지아파트 106호,편의점,37.6571045,127.0779954
서울특별시 노원구 상계동 135-72번지,편의점,37.6649585,127.069034
서울특별시 노원구 상계동 735-2번지 대성빌딩 1층 5호,커피숍,37.6530889,127.0582112
서울특별시 노원구 상계동 1115-6번지,편의점,37.6773489,127.0557818
서울특별시 노원구 월계동 845-5번지 성진빌딩 101호,커피숍,37.6269962,127.0503638
서울특별시 노원구 월계동 929번지 현대아파트 분산상가,편의점,37.6185577,127.0628764
서울특별시 노원구 상계동 169-179번지,편의점,37.6607142,127.0712082
서울특별시 노원구 월계동 469-3번지 금혁빌딩 101호,패스트푸드,37.6190666,127.0576031
서울특별시 노원구 공릉동 441-22,패스트푸드,37.6277394,127.0777745
서울특별시 노원구 공릉동 254번지 우성아파트 상가동 205호,커피숍,37.6245531,127.0848004
서울특별시 노원구 공릉동 120번지,커피숍,37.6246338,127.0892413
서울특별시 노원구 상계동 436-3번지 지하1층,커피숍,37.6611845,127.0673291
서울특별시 노원구 공릉동 506-29번지,커피숍,37.6253685,127.0771693
서울특별시 노원구 하계동 284번지 세이브존,커피숍,37.6378658,127.068707
서울특별시 노원구 공릉동 90-1번지 해중빌딩,커피숍,37.622143,127.0863716
서울특별시 노원구 상계동 358-6 2층,커피숍,37.6578726,127.062723
서울특별시 노원구 상계동 205-4번지 한국성서대학교,커피숍,37.6486885,127.0642073
서울특별시 노원구 월계동 429-9번지,편의점,37.6205067,127.0626681
서울특별시 노원구 중계동 154-22번지,커피숍,37.6601481,127.0744519
서울특별시 노원구 공릉동 509-37번지 동양빌딩,패스트푸드,37.6244461,127.0759861
서울특별시 노원구 월계동 290-1번지,편의점,37.6298151,127.0588466
서울특별시 노원구 중계동 161-2번지 중앙하이츠아파트,커피숍,37.6586712,127.0766064
서울특별시 노원구 상계동 337 다나플라자,커피숍,37.6610587,127.0667121
서울특별시 노원구 월계동 333-1 월계트레이더스,커피숍,37.6273402,127.0618582
서울특별시 노원구 상계동 77-116번지,커피숍,37.6686257,127.0816515
서울특별시 노원구 상계동 1049-94번지 1층,커피숍,37.6738195,127.0538074
서울특별시 노원구 상계동 603-2번지 하이웰빙상가,편의점,37.6570026,127.0618733
서울특별시 노원구 상계동 387-94번지 종합건설회사,편의점,37.6573862,127.070151
서울특별시 노원구 중계동 107-18 1층,편의점,37.6516199,127.081958
서울특별시 노원구 상계동 169-129 상계약국,편의점,37.6752457,127.0850671
서울특별시 노원구 상계동 1132-63번지 대성빌딩,커피숍,37.6475933,127.081126
서울특별시 노원구 상계동 1008-31 현피아노,커피숍,37.6741304,127.0579512
서울특별시 노원구 공릉동 350-24번지,커피숍,37.6248688,127.0778598
서울특별시 노원구 상계동 693-1번지 노원프라자빌딩,커피숍,37.6559143,127.0608756
서울특별시 노원구 상계동 372-16 1~2층,커피숍,37.6566669,127.066444
서울특별시 노원구 월계동 333-1번지 월계이마트,커피숍,37.626501,127.061849
서울특별시 노원구 상계동 749-7번지,커피숍,37.6494079,127.0623309
서울특별시 노원구 상계동 734-4 동방빌딩,패스트푸드,37.6535534,127.0587925
서울특별시 노원구 중계동 366번지 중계종합상가,커피숍,37.645112,127.06411
서울특별시 노원구 상계동 617번지 화랑상가 나동 104호,커피숍,37.6556813,127.0623264
서울특별시 노원구 월계동 947번지 롯데캐슬루나아파트,커피숍,37.6265468,127.0497923
서울특별시 노원구 상계동 651-7번지 합동빌딩,커피숍,37.6650797,127.0573201
서울특별시 노원구 상계동 1289번지 상계불암대림아파트,편의점,37.6631637,127.0771238
서울특별시 노원구 월계동 46-1 103호,커피숍,37.6152839,127.0651295
서울특별시 노원구 상계동 617번지 화랑빌딩,편의점,37.6557476,127.0622921
서울특별시 노원구 상계동 1279번지 중앙하이츠아파트,편의점,37.6537412,127.0689054
서울특별시 노원구 상계동 323-13번지 대국빌딩,커피숍,37.6553588,127.0645141
서울특별시 노원구 상계동 1120-40번지,커피숍,37.6760034,127.0563778
서울특별시 노원구 상계동 1305번지 동양메이저아파트,커피숍,37.6574697,127.0640141
서울특별시 노원구 공릉동 398-23번지 1층 우측,커피숍,37.6245191,127.0729237
서울특별시 노원구 상계동 651-7번지 합동빌딩,커피숍,37.6650797,127.0573201
서울특별시 노원구 중계동 140-1번지 2층,커피숍,37.6617484,127.075208
서울특별시 노원구 상계동 603-14번지 대유빌딩 109호,커피숍,37.6563587,127.0617644
서울특별시 노원구 중계동 84-61,커피숍,37.649898,127.081201
서울특별시 노원구 하계동 224-9번지 시립노원청소년직업체험센터,커피숍,37.6415605,127.0730979
서울특별시 노원구 공릉동 494-15번지 영진빌딩,커피숍,37.6240017,127.0731808
서울특별시 노원구 상계동 651-2번지 삼전빌딩,커피숍,37.6668295,127.0568201
서울특별시 노원구 상계동 364-30번지,편의점,37.6585241,127.0644657
서울특별시 노원구 상계동 637-1번지 상계주공아파트(13단지),편의점,37.6503103,127.0666406
서울특별시 노원구 상계동 183번지 성지빌딩,편의점,37.6550087,127.0709305
서울특별시 노원구 상계동 357-2번지 금호프라자,편의점,37.6570253,127.0627087
서울특별시 노원구 월계동 411-13,편의점,37.6212402,127.0610959
서울특별시 노원구 중계동 359-15번지 조충빌딩,편의점,37.6508775,127.0756868
서울특별시 노원구 월계동 406번지 준빌딩,커피숍,37.6213074,127.05946
서울특별시 노원구 상계동 1285번지 동아불암아파트,커피숍,37.6669564,127.0796885
서울특별시 노원구 월계동 402-18번지,커피숍,37.6206952,127.0586527
서울특별시 노원구 중계동 107-10번지,편의점,37.6511784,127.0814251
서울특별시 노원구 공릉동 236-8번지,편의점,37.6243539,127.081116
서울특별시 노원구 월계동 466번지 광운대학교,편의점,37.6201425,127.0573459
서울특별시 노원구 중계동 364-3번지 노원문화예술회관,커피숍,37.6501995,127.0802507
"서울특별시 노원구 월계동 18번지 그랑빌아파트 주상가동 1동 124,호",편의점,37.6187065,127.067056
서울특별시 노원구 중계동 509-2번지 홈플러스,커피숍,37.6399182,127.0686084
서울특별시 노원구 상계동 1118-53번지 윤일빌딩,커피숍,37.6756548,127.0550133
서울특별시 노원구 중계동 364-24번지 오성프라자,커피숍,37.6504487,127.0777705
서울특별시 노원구 공릉동 91번지 청솔8단지,편의점,37.6135312,127.0949846
서울특별시 노원구 하계동 354번지 학여울청구아파트,편의점,37.6363492,127.0613398
서울특별시 노원구 공릉동 593-3번지 드림데시앙,커피숍,37.6210994,127.0754781
서울특별시 노원구 상계동 1262 하이베라스,커피숍,37.6791891,127.0549866
서울특별시 노원구 상계동 630번지 청수빌딩,커피숍,37.6679221,127.05904
서울특별시 노원구 공릉동 584-10 연세빌딩 102-2호,커피숍,37.6221298,127.0757103
서울특별시 노원구 공릉동 598-17번지,편의점,37.6196552,127.0735211
서울특별시 노원구 중계동 361번지 롯데마트,커피숍,37.647217,127.070235
서울특별시 노원구 상계동 1260번지 수락산우체국,커피숍,37.6796658,127.0548241
서울특별시 노원구 공릉동 120-2번지,커피숍,37.6244192,127.0893595
서울특별시 노원구 하계동 72-18 우리아트홈 1층,커피숍,37.6360782,127.0750944
서울특별시 노원구 공릉동 670-20 노원 프레미어스 엠코,커피숍,37.6184228,127.0761631
서울특별시 노원구 공릉동 270-65번지,커피숍,37.6204506,127.0812312
서울특별시 노원구 월계동 12번지 월계삼호아파트,편의점,37.6265223,127.0641587
서울특별시 노원구 공릉동 441-26번지 오성빌딩,커피숍,37.6273118,127.0776317
서울특별시 노원구 상계동 389-371번지,커피숍,37.6601842,127.0680536
서울특별시 노원구 공릉동 740번지 대아아파트 제상가동 101호,커피숍,37.6239894,127.0790201
서울특별시 노원구 월계동 472-45 3층,커피숍,37.618081,127.0574256
서울특별시 노원구 공릉동 609-9 201호,커피숍,37.618195,127.0727448
서울특별시 노원구 공릉동 439-2 우림고시원,편의점,37.6288897,127.076364
서울특별시 노원구 상계동 456-136 소망한의원,커피숍,37.6645353,127.0665768
서울특별시 노원구 공릉동 120-5번지,편의점,37.6239954,127.089699
서울특별시 노원구 공릉동 172 서울과학기술대학교 1층 일부,커피숍,37.6316684,127.0774813
서울특별시 노원구 하계동 273 선덕유치원,커피숍,37.6330283,127.0670978
서울특별시 노원구 상계동 1117-68번지 은혜선교유아교실,편의점,37.6765771,127.056032
서울특별시 노원구 상계동 729번지 노원역 7호선,편의점,37.6535077,127.0608068
서울특별시 노원구 월계동 633-31번지 월계센트럴아이파크,커피숍,37.6294811,127.0572916
"서울특별시 노원구 월계동 633-31 1층 104,105,106호",커피숍,37.6380564,127.0503032
서울특별시 노원구 상계동 767-5번지 가 상가,편의점,37.6467584,127.0595441
서울특별시 노원구 월계동 410-7번지 동우빌딩 1층 일부,커피숍,37.622833,127.0606835
서울특별시 노원구 하계동 72-19 1층 좌측호(102호),커피숍,37.6361677,127.0752138
서울특별시 노원구 월계동 442-2번지 101호,편의점,37.6177869,127.0602166
서울특별시 노원구 월계동 322-1번지 성원아파트 104호,편의점,37.6294153,127.062514
서울특별시 노원구 중계동 507-3번지 중계근린공원내,커피숍,37.639833,127.0657644
서울특별시 노원구 공릉동 678-2번지 공릉가로공원내,커피숍,37.6173359,127.0760696
서울특별시 노원구 중계동 587번지 양지대림아파트,편의점,37.651038,127.0699099
서울특별시 노원구 공릉동 513-47 1층 일부 가운데,커피숍,37.6244331,127.0757301
서울특별시 노원구 공릉동 26-106번지 삼육대학교 바울관,커피숍,37.6426667,127.1070937
서울특별시 노원구 공릉동 746번지 화랑해링턴플레이스아파트 상가동 103호,커피숍,37.623863,127.0812356
서울특별시 노원구 상계동 155-11번지 예원피아노,편의점,37.6668466,127.056826
서울특별시 노원구 월계동 333-1번지 월계이마트,커피숍,37.626501,127.061849
서울특별시 노원구 중계동 599번지 극동의푸른별 2차아파트,편의점,37.6587475,127.0774017
서울특별시 노원구 공릉동 320-103번지,커피숍,37.6217177,127.0783091
서울특별시 노원구 공릉동 240-247,커피숍,37.6206706,127.0827007
서울특별시 노원구 상계동 1117-56번지 1층 101호,커피숍,37.6771025,127.0565332
"서울특별시 노원구 상계동 593-2번지 동원빌딩 7,8호",커피숍,37.6569543,127.0624784
서울특별시 노원구 상계동 331-8번지 LC빌딩,커피숍,37.6555959,127.0639878
서울특별시 노원구 공릉동 561-1번지,편의점,37.6231798,127.0763521
서울특별시 노원구 상계동 701-1번지 노원구청,커피숍,37.6541639,127.0566603
서울특별시 노원구 상계동 389-374번지,커피숍,37.6599814,127.0683071
서울특별시 노원구 상계동 624 상계주공15단지아파트 1층,커피숍,37.6686255,127.0533712
서울특별시 노원구 공릉동 422-2,커피숍,37.6273276,127.079437
서울특별시 노원구 월계동 473-19 형설고시원독서실,커피숍,37.6171695,127.0599649
서울특별시 노원구 상계동 1313-4 상계율림,커피숍,37.6865749,127.0525715
서울특별시 노원구 상계동 1118-38 한올빌딩,커피숍,37.6762233,127.054843
서울특별시 노원구 상계동 683,편의점,37.6642242,127.0649958
서울특별시 노원구 하계동 273-5 하계역,커피숍,37.6352525,127.0685278
서울특별시 노원구 상계동 451-11,커피숍,37.6654192,127.0674172
서울특별시 노원구 중계동 359-1 중계5단지주공아파트,커피숍,37.645112,127.06411
서울특별시 노원구 중계동 141,커피숍,37.6607795,127.0745238
서울특별시 노원구 공릉동 584-2,커피숍,37.6223626,127.0756533
서울특별시 노원구 중계동 360-9 두타빌,커피숍,37.649542,127.0763583
서울특별시 노원구 공릉동 240-249,커피숍,37.6207776,127.0829427
서울특별시 노원구 중계동 584-1 삼창타워프라자,커피숍,37.659053,127.0726521
서울특별시 노원구 상계동 363-2 천우빌딩,커피숍,37.6644118,127.0700727
서울특별시 노원구 상계동 749-5 상계주공4단지아파트,커피숍,37.6503103,127.0666406
서울특별시 노원구 상계동 434-47,편의점,37.6606365,127.066647
서울특별시 노원구 상계동 85-33 상계역센트럴푸르지오,편의점,37.6647951,127.0738954
서울특별시 노원구 상계동 111 당고개역,커피숍,37.6700795,127.0785679
서울특별시 노원구 공릉동 385-4 공릉역,편의점,37.625762,127.0727485
서울특별시 노원구 상계동 726-1 일신상가,커피숍,37.6538312,127.0617367
서울특별시 노원구 상계동 705-1 덕화빌딩,커피숍,37.6540456,127.0579993
서울특별시 노원구 공릉동 285-2 화랑대역 6호선,편의점,37.6201696,127.0843884
서울특별시 노원구 상계동 1101-32,편의점,37.6751933,127.0521017
서울특별시 노원구 월계동 947 롯데캐슬루나아파트,커피숍,37.6265468,127.0497923
서울특별시 노원구 상계동 749-5 상계주공4단지아파트,편의점,37.6503103,127.0666406
서울특별시 노원구 상계동 581-6 동진상가,커피숍,37.6593861,127.0615421
서울특별시 노원구 공릉동 415-58,커피숍,37.6246592,127.0789731
서울특별시 노원구 상계동 397-4 사용빌딩,편의점,37.6582057,127.0660962
서울특별시 노원구 상계동 169-42 임오아트빌,커피숍,37.6627296,127.071262
서울특별시 노원구 공릉동 633-13,커피숍,37.6199779,127.0777701
서울특별시 노원구 월계동 943 세양청마루아파트,커피숍,37.620722,127.0606638
서울특별시 노원구 상계동 680 포레나노원,편의점,37.6647038,127.0615193
서울특별시 노원구 하계동 153-27 꿈나무유치원,커피숍,37.6337227,127.0724306
서울특별시 노원구 상계동 101-149,편의점,37.6677238,127.0788663
서울특별시 노원구 중계동 산 101-45,커피숍,37.6550153,127.0818067
서울특별시 노원구 중계동 453 노원수학문화관,커피숍,37.6578378,127.0724399
서울특별시 노원구 상계동 680 포레나노원,패스트푸드,37.6647038,127.0615193
서울특별시 노원구 중계동 90-16,커피숍,37.6500515,127.0829091
서울특별시 노원구 공릉동 312-4 우성빌딩,커피숍,37.62839,127.070181
서울특별시 노원구 중계동 84-8 홍원빌딩,커피숍,37.650082,127.0812626
서울특별시 노원구 중계동 361 롯데마트,패스트푸드,37.647217,127.070235
서울특별시 노원구 중계동 360-15 와이키즈,편의점,37.6485878,127.0742954
서울특별시 노원구 상계동 389-356 경인빌딩,커피숍,37.659169,127.0707369
서울특별시 노원구 월계동 26-11,커피숍,37.6155896,127.0665233
서울특별시 노원구 상계동 443-9,편의점,37.6619787,127.0684225
서울특별시 노원구 하계동 256 중계주공9단지아파트,커피숍,37.6428883,127.0737358
서울특별시 노원구 상계동 606-12 노원스퀘어,커피숍,37.6551856,127.0623669
서울특별시 노원구 공릉동 561-37 명승화운트,커피숍,37.6229836,127.0769579
서울특별시 노원구 중계동 506 브라운스톤중계,커피숍,37.6399359,127.0642574
서울특별시 노원구 상계동 330-29 소담빌,편의점,37.6570179,127.0617489
서울특별시 노원구 공릉동 208-5,커피숍,37.6274642,127.0785765
서울특별시 노원구 중계동 506 브라운스톤중계,커피숍,37.6399359,127.0642574
서울특별시 노원구 월계동 12 월계삼호아파트,커피숍,37.6265223,127.0641587
서울특별시 노원구 상계동 666-3 상계주공아파트(10단지) 종합상가,커피숍,37.6629991,127.05545
서울특별시 노원구 공릉동 441-92 우은빌딩,커피숍,37.6268617,127.0775725
서울특별시 노원구 중계동 515-3 중계주공1단지아파트,편의점,37.6478283,127.0655587
서울특별시 노원구 중계동 236-3,편의점,37.6537129,127.0734238
서울특별시 노원구 상계동 728-5 상계동 국민은행,커피숍,37.6517461,127.0616573
서울특별시 노원구 상계동 624 상계주공15단지아파트,커피숍,37.6686255,127.0533712
서울특별시 노원구 상계동 349-53 지현빌딩,커피숍,37.657322,127.065016
서울특별시 노원구 상계동 717-1 노원빌딩,패스트푸드,37.6565199,127.0632658
서울특별시 노원구 월계동 379-50,편의점,37.6237262,127.060039
서울특별시 노원구 공릉동 567-1 서창빌딩,편의점,37.6229289,127.0741953
서울특별시 노원구 중계동 366-6 중계그랜드프라자,커피숍,37.6508596,127.0770963
서울특별시 노원구 상계동 713 롯데백화점,커피숍,37.6539831,127.0606197
서울특별시 노원구 공릉동 90-4 우토파크프라자,패스트푸드,37.6218823,127.0865752
서울특별시 노원구 상계동 1035-9 노원구청소년상담복지센터,커피숍,37.6713853,127.0549767
서울특별시 노원구 중계동 509-1 씨앤미복합빌딩,커피숍,37.6407349,127.068151
서울특별시 노원구 하계동 153-3,패스트푸드,37.6342653,127.0720447
서울특별시 노원구 상계동 320-1 양지유치원,커피숍,37.6552478,127.0696803
서울특별시 노원구 공릉동 577-13,커피숍,37.6214957,127.0750072
서울특별시 노원구 상계동 616-4 화랑상가,커피숍,37.6556636,127.0628767
서울특별시 노원구 중계동 90-41 불암대중사우나,커피숍,37.6498525,127.0830065
서울특별시 노원구 중계동 27-57 본향교회,커피숍,37.6432425,127.0835677
서울특별시 노원구 공릉동 653-8,커피숍,37.6192095,127.0792949
"서울특별시 노원구 중계동 364 동진,신안아파트",커피숍,37.649657,127.0782777
서울특별시 노원구 상계동 68-104,편의점,37.6710644,127.0831115
서울특별시 노원구 상계동 367-11,커피숍,37.6571482,127.0659675
서울특별시 노원구 중계동 359-9 마들플라자,패스트푸드,37.6517036,127.076762
서울특별시 노원구 상계동 651-4 동남빌딩,편의점,37.6586772,127.068986
서울특별시 노원구 월계동 26-13 석계문고,커피숍,37.615336,127.0666539
서울특별시 노원구 공릉동 661-5 그린힐,커피숍,37.6186101,127.077544
서울특별시 노원구 상계동 1318 노원 아이파크,커피숍,37.6599612,127.068985
서울특별시 노원구 상계동 1258 희성오피앙,커피숍,37.6805541,127.0548996
서울특별시 노원구 상계동 173-1 벽산아파트,커피숍,37.6609972,127.0724021
서울특별시 노원구 공릉동 424-2,패스트푸드,37.6274909,127.0780546
서울특별시 노원구 공릉동 575-10,커피숍,37.6211691,127.0730148
서울특별시 노원구 상계동 321-12,편의점,37.6556782,127.068348
서울특별시 노원구 상계동 430-4 동서약국,편의점,37.6616738,127.0659221
서울특별시 노원구 상계동 1258 희성오피앙,커피숍,37.6805541,127.0548996
서울특별시 노원구 상계동 197-3 덕산빌딩,커피숍,37.6522454,127.0699553
서울특별시 노원구 상계동 716 금정빌딩,커피숍,37.6548486,127.0619133
서울특별시 노원구 상계동 1282 상계2차중앙하이츠아파트,편의점,37.6549617,127.0683084
서울특별시 노원구 상계동 629 대원유치원,편의점,37.6677461,127.0587366
서울특별시 노원구 상계동 713 롯데백화점,커피숍,37.6539831,127.0606197
서울특별시 노원구 하계동 170-44,커피숍,37.6356564,127.0712019
서울특별시 노원구 월계동 405-20 월계아랑빌딩,커피숍,37.6218076,127.0603111
서울특별시 노원구 하계동 354 학여울청구아파트,편의점,37.6363492,127.0613398
서울특별시 노원구 상계동 65-36,커피숍,37.6695145,127.0790147
서울특별시 노원구 상계동 649-1 다래빌딩,커피숍,37.6669962,127.0574589
서울특별시 노원구 상계동 651-6 백산빌딩,커피숍,37.6654408,127.0571812
서울특별시 노원구 상계동 1132-15 수락월드,커피숍,37.6717375,127.0554832
서울특별시 노원구 공릉동 517-31,커피숍,37.6233621,127.0740721
서울특별시 노원구 상계동 1021-14 채선당,패스트푸드,37.6714689,127.056344
서울특별시 노원구 공릉동 379-31,커피숍,37.6265028,127.0712708
서울특별시 노원구 중계동 43-36,편의점,37.6458859,127.0824097
서울특별시 노원구 상계동 140-148 유창조명,커피숍,37.66447,127.0740104
서울특별시 노원구 공릉동 379-27 타이어 프로,편의점,37.6263916,127.0722976
서울특별시 노원구 월계동 534-194,커피숍,37.6238944,127.0541945
서울특별시 노원구 공릉동 29-4,커피숍,37.6244911,127.0931031
서울특별시 노원구 상계동 107-1482,커피숍,37.6663596,127.0798895
서울특별시 노원구 하계동 166-6,커피숍,37.6366395,127.0739551
서울특별시 노원구 월계동 390-10,커피숍,37.6224129,127.058858
서울특별시 노원구 상계동 1118,커피숍,37.6759879,127.0550024
서울특별시 노원구 월계동 25-2 석계역 6호선,편의점,37.6150815,127.0657675
서울특별시 노원구 상계동 173-1 벽산아파트,편의점,37.6609972,127.0724021
서울특별시 노원구 중계동 364-19 삼부프라자,커피숍,37.6492209,127.0769575
